distance_km,duration_min,vehicle_type,fare
22.25,77.59,bike,313.37
15.59,60.04,auto,314.67
30.03,102.16,bike,422.15
1.39,4.4,bike,38.34
37.28,142.67,auto,686.79
42.1,86.37,bike,487.86
10.0,35.04,car,302.33
24.98,66.4,bike,324.45
48.03,110.85,car,1100.73
33.2,124.18,bike,476.91
37.19,112.2,car,946.31
12.01,31.11,bike,168.19
35.48,108.19,auto,602.46
19.01,67.1,bike,278.13
11.71,33.28,bike,169.78
4.14,11.23,auto,103.3
21.67,81.28,car,625.42
28.06,61.61,bike,344.16
1.21,3.02,bike,36.06
35.31,97.24,car,867.86
17.65,38.21,bike,220.48
6.15,22.26,bike,107.02
17.6,52.73,car,467.37
31.69,88.62,car,794.0
26.22,102.1,auto,501.8
25.76,85.6,car,702.95
17.82,67.1,auto,340.22
1.91,6.69,auto,70.7
24.37,49.73,car,571.23
15.51,57.01,car,461.98
41.48,106.49,auto,663.14
48.25,150.99,bike,638.84
40.4,128.01,auto,696.07
21.91,56.58,auto,371.15
2.74,9.85,bike,56.88
46.38,148.64,car,1194.48
21.25,53.27,bike,276.75
44.48,165.01,car,1221.92
14.2,30.34,bike,179.8
16.25,47.2,car,437.86
10.83,38.94,auto,221.39
7.56,18.54,car,228.04
5.0,10.31,car,165.13
22.03,69.44,car,591.55
31.82,76.8,car,752.78
33.8,78.66,car,794.55
33.78,86.85,bike,419.08
26.23,93.53,car,728.88
16.74,62.51,car,483.82
35.9,113.97,bike,478.73
24.56,94.24,car,697.58
42.01,127.11,bike,550.48
30.85,67.09,car,712.92
14.29,33.87,auto,242.68
22.14,85.07,bike,321.92
42.58,146.19,bike,587.58
21.66,83.14,auto,412.85
18.19,49.72,auto,308.86
36.45,140.9,auto,678.85
16.92,55.5,car,467.79
31.78,88.79,bike,414.03
3.55,10.02,auto,84.62
31.65,69.77,car,736.86
25.58,80.87,car,678.72
6.86,16.36,auto,130.24
36.49,144.85,car,1033.34
48.43,155.72,car,1239.73
30.64,106.07,car,834.81
29.58,112.62,car,830.64
3.41,10.91,bike,70.49
16.35,53.49,auto,300.9
10.05,37.97,bike,163.99
23.76,94.92,car,698.35
46.73,185.08,bike,681.23
32.89,91.94,bike,423.87
13.82,28.03,bike,170.47
22.58,51.9,auto,359.81
8.69,30.68,bike,140.78
34.5,73.62,auto,532.19
18.24,44.58,auto,306.37
14.78,58.64,car,452.57
27.76,89.99,car,743.35
26.68,90.91,auto,475.72
14.96,49.77,car,427.62
11.7,37.32,bike,167.25
17.88,50.66,bike,240.98
30.38,68.47,auto,465.91
3.38,9.56,car,125.05
35.58,72.84,auto,526.74
43.15,152.21,auto,764.56
47.49,145.61,car,1201.58
32.66,119.78,bike,456.85
16.81,54.24,bike,244.19
24.46,67.35,car,627.39
45.99,131.8,auto,756.81
15.64,32.65,auto,261.58
44.18,106.53,car,1028.47
39.14,133.94,car,1041.42
40.55,121.55,auto,679.78
8.87,26.69,bike,139.03
17.6,49.76,car,468.7
35.23,116.87,car,938.32
10.89,30.79,car,309.91
37.93,91.22,bike,469.15
44.34,100.55,car,1021.69
17.86,49.29,auto,306.1
23.12,57.58,bike,299.51
18.45,45.63,bike,233.88
45.09,142.03,bike,595.44
45.1,109.39,car,1054.51
17.24,67.95,bike,259.48
3.38,7.06,car,127.23
31.18,87.27,bike,406.24
31.12,76.43,bike,387.56
3.78,8.9,auto,93.24
14.1,49.09,bike,201.45
29.49,80.89,bike,372.45
43.39,117.1,car,1058.8
32.65,122.2,auto,606.14
41.92,161.79,car,1169.96
11.44,28.94,bike,157.06
49.82,135.76,car,1203.69
21.57,71.2,auto,387.16
24.31,57.05,auto,386.55
1.91,3.96,car,86.05
35.95,130.25,auto,656.46
48.34,109.18,bike,566.32
38.52,114.01,bike,496.68
39.82,117.04,car,1002.3
40.36,94.35,bike,492.84
42.43,104.23,auto,658.56
37.71,83.67,auto,582.55
13.81,35.71,car,371.94
16.63,54.19,auto,307.77
26.69,55.75,auto,411.19
16.43,64.88,auto,327.08
42.79,151.77,car,1147.19
42.19,100.88,bike,513.69
4.95,10.14,bike,84.78
38.05,128.05,car,1011.45
4.29,14.14,bike,80.68
20.1,72.02,car,564.59
2.73,7.99,car,122.8
35.26,80.42,auto,545.89
41.9,163.34,bike,598.4
42.21,96.01,auto,653.03
15.73,61.94,car,472.54
42.05,132.95,auto,714.85
13.26,28.06,car,342.31
49.83,170.41,auto,878.26
17.11,66.46,car,513.83
48.4,116.77,car,1124.8
28.83,88.68,auto,490.78
1.42,2.97,auto,47.31
8.38,23.98,auto,166.23
9.74,38.34,car,318.84
20.07,56.51,bike,269.86
21.3,56.01,car,547.48
32.41,94.58,bike,425.81
21.9,68.57,auto,388.5
49.23,115.55,auto,749.54
7.01,22.32,auto,149.41
36.74,128.12,car,987.14
49.18,158.71,auto,846.23
39.39,109.49,bike,495.71
13.68,28.31,car,335.99
12.17,46.39,car,380.42
10.82,31.82,auto,207.59
24.89,76.85,car,663.53
26.15,53.36,bike,313.48
21.97,77.49,auto,404.46
16.65,36.11,bike,212.81
27.67,57.97,auto,430.87
15.91,50.63,bike,223.75
37.8,137.26,car,1032.75
17.05,42.21,bike,216.8
45.76,140.03,car,1155.95
17.24,41.74,car,439.01
37.58,124.55,auto,664.46
18.91,47.57,auto,318.99
17.28,38.25,bike,222.97
13.87,48.33,car,411.01
44.01,158.41,car,1190.59
42.46,134.57,auto,727.33
29.51,97.22,bike,400.63
17.92,55.99,car,487.65
20.55,51.33,auto,339.02
45.35,161.02,auto,806.39
5.9,19.69,car,197.08
18.19,64.52,auto,342.89
6.95,23.44,bike,106.75
5.63,16.16,car,181.24
3.36,12.43,bike,73.21
38.86,123.06,bike,517.1
13.23,32.36,car,348.21
30.54,115.04,auto,565.15
49.1,101.54,bike,569.77
14.86,34.88,bike,195.64
3.44,7.65,bike,68.75
14.93,35.68,auto,251.98
22.14,88.32,car,643.63
21.45,72.41,auto,394.01
23.25,66.68,car,595.11
24.4,74.12,car,638.44
29.49,101.72,bike,416.8
22.33,86.59,auto,424.11
6.11,12.96,car,188.74
47.38,136.48,bike,600.4
27.95,104.4,bike,405.31
30.71,93.7,auto,525.68
34.13,68.82,bike,393.32
28.39,91.46,auto,494.04
17.52,36.59,bike,216.74
16.45,60.82,car,485.97
11.95,37.03,bike,176.42
48.85,157.06,bike,655.21
19.85,48.46,auto,333.01
39.53,97.95,car,932.82
36.04,104.61,auto,605.15
15.41,38.07,auto,256.75
6.46,17.1,car,195.15
16.18,46.05,bike,225.82
39.85,111.61,bike,502.41
26.02,73.92,car,670.02
12.9,49.0,auto,257.39
28.24,85.03,auto,482.27
6.05,15.13,auto,117.79
45.84,92.74,auto,675.7
46.69,108.95,bike,556.31
17.72,67.44,bike,257.94
30.17,73.45,auto,476.12
7.88,30.01,car,254.95
38.56,130.73,bike,523.56
16.5,40.98,car,424.42
8.95,30.54,car,285.82
15.83,51.78,bike,226.86
39.54,145.16,car,1086.51
21.94,52.63,bike,284.02
13.17,47.03,auto,250.98
35.2,101.7,bike,462.84
35.48,133.23,bike,511.74
14.45,31.17,car,370.14
13.83,33.9,auto,241.97
17.97,60.8,bike,254.79
36.64,93.61,car,877.03
37.66,143.15,auto,689.27
12.66,34.64,bike,171.91
6.66,24.68,auto,142.18
35.92,95.28,bike,451.1
48.4,170.12,bike,668.51
37.95,100.25,car,919.66
22.1,48.11,car,524.06
40.66,85.43,car,913.26
20.73,72.54,auto,387.27
17.73,44.66,car,448.82
45.96,161.25,bike,630.01
43.15,159.76,bike,604.06
45.89,168.59,bike,644.42
26.42,78.11,bike,349.61
24.21,78.77,bike,336.01
21.3,57.2,bike,284.78
27.87,76.46,auto,457.04
27.73,107.12,bike,407.91
18.53,61.07,car,507.83
12.64,42.71,auto,239.21
20.92,44.55,bike,260.9
19.66,44.06,auto,316.28
10.65,31.12,auto,193.77
13.87,53.07,auto,272.35
5.27,16.48,bike,93.54
49.68,141.5,auto,804.87
23.99,65.04,bike,316.88
45.63,157.11,auto,805.8
27.92,76.48,bike,360.26
8.69,23.68,car,247.69
23.32,50.7,bike,283.05
3.24,7.23,bike,66.36
26.36,82.26,auto,457.4
49.31,172.97,auto,872.39
32.52,82.81,bike,404.48
40.78,141.36,bike,567.34
36.37,81.49,auto,558.56
16.17,39.29,bike,211.5
16.84,41.83,auto,291.35
18.13,53.5,auto,326.69
31.14,96.15,auto,532.84
40.74,153.88,auto,750.83
26.98,65.01,car,648.38
7.78,24.6,car,250.2
14.26,35.14,auto,252.66
19.29,48.16,auto,318.87
8.2,30.81,bike,137.05
25.35,87.38,bike,361.62
38.73,144.39,auto,710.71
33.74,95.05,bike,434.44
1.11,3.16,auto,55.81
22.85,46.05,auto,355.84
26.36,53.4,auto,405.54
32.84,118.29,bike,464.85
13.67,45.12,auto,254.79
48.27,182.45,bike,688.44
34.28,130.11,bike,498.79
44.78,111.79,auto,704.01
9.31,20.48,auto,166.48
9.81,28.5,car,283.38
24.59,74.82,bike,328.09
15.53,61.31,car,466.25
47.95,104.79,car,1090.99
23.24,82.27,car,641.48
49.64,118.68,bike,602.12
24.78,80.36,auto,437.57
28.87,101.14,bike,411.25
1.06,2.51,auto,50.12
27.78,70.65,auto,451.35
30.6,108.53,auto,550.75
18.44,64.85,car,523.11
41.43,96.63,bike,505.43
26.4,58.46,car,617.61
26.94,103.39,bike,388.69
29.83,64.31,auto,455.23
20.14,60.77,auto,359.9
37.57,128.51,car,999.54
4.39,16.31,auto,104.18
4.14,12.84,bike,78.43
43.08,140.35,bike,584.38
14.89,52.73,auto,284.24
27.2,57.88,car,639.86
44.89,150.21,car,1173.65
49.82,102.16,bike,575.04
41.16,110.24,auto,665.05
10.82,38.97,bike,171.79
22.05,56.22,bike,289.03
35.08,104.87,car,889.91
17.12,62.14,bike,256.83
6.19,15.59,car,191.66
45.88,174.84,bike,655.9
30.55,95.85,bike,407.0
2.13,5.4,bike,48.29
8.15,32.52,bike,141.8
23.81,93.72,bike,355.2
16.0,42.98,bike,216.41
22.39,67.07,car,594.94
37.7,135.94,car,1018.63
19.66,70.0,auto,368.23
43.51,132.61,bike,568.7
29.84,87.66,car,767.57
43.73,164.39,auto,795.0
30.47,88.96,bike,404.48
29.87,71.63,bike,365.3
35.59,104.71,car,895.08
43.22,112.66,car,1040.7
28.82,88.22,bike,387.22
8.91,25.41,auto,171.42
44.25,155.04,auto,791.05
41.73,156.33,bike,591.53
5.18,13.84,auto,116.69
14.38,36.42,bike,191.78
27.22,96.86,bike,383.74
39.59,139.15,car,1064.35
12.92,45.1,car,378.77
9.72,37.33,auto,204.97
15.25,48.49,bike,219.5
15.49,42.51,bike,204.11
23.87,61.58,bike,313.24
33.5,90.58,bike,429.74
39.22,108.5,car,967.15
17.84,39.03,auto,293.04
28.51,101.37,auto,522.9
20.06,74.6,car,578.11
40.02,112.15,bike,515.6
28.72,84.52,bike,383.61
12.93,37.47,car,359.67
4.48,13.17,auto,110.92
36.67,96.72,auto,589.44
40.67,121.0,auto,681.17
6.45,22.01,bike,111.65
6.82,25.01,bike,111.75
38.87,83.43,auto,587.6
4.18,13.85,car,154.64
4.47,15.75,auto,106.95
31.98,104.56,car,847.15
29.92,85.7,bike,385.77
31.56,118.16,bike,446.69
2.25,6.93,car,113.45
6.84,25.78,auto,152.45
1.59,4.74,car,88.93
35.62,110.62,bike,472.14
28.69,89.09,bike,391.99
16.3,60.92,auto,309.9
2.76,10.66,auto,88.9
34.89,93.72,bike,442.67
45.8,153.47,auto,798.43
27.27,93.43,car,746.8
49.47,189.83,auto,912.44
49.34,171.24,auto,867.56
45.77,116.42,bike,560.4
3.7,8.88,auto,85.06
7.88,25.28,auto,169.19
30.0,108.42,bike,423.32
30.76,78.93,bike,390.62
46.93,167.63,bike,649.67
37.6,147.11,car,1061.3
35.96,115.07,car,938.23
38.77,146.9,auto,708.3
23.29,55.09,bike,296.21
16.92,54.3,car,474.17
27.89,103.99,bike,395.12
33.13,109.12,auto,576.12
30.9,88.87,auto,515.82
17.35,49.75,car,465.05
5.69,15.91,car,182.51
25.94,75.81,auto,447.45
16.82,42.21,bike,219.82
35.21,86.26,car,832.72
34.02,85.65,car,820.98
37.99,132.32,auto,670.19
35.54,105.83,car,910.44
41.83,108.81,car,1010.42
20.91,47.19,car,503.46
9.9,30.97,bike,148.73
25.36,60.35,bike,317.87
13.85,48.42,car,405.56
5.61,16.89,car,194.07
3.85,7.81,car,135.17
28.22,59.16,bike,338.46
47.75,118.71,car,1123.63
38.19,104.5,car,934.75
35.82,104.41,car,896.73
21.56,53.43,bike,274.5
30.99,109.24,bike,436.07
41.69,162.58,bike,592.92
40.49,127.41,car,1035.0
15.1,59.4,car,459.62
49.59,184.14,car,1354.15
19.67,61.94,auto,348.6
21.17,62.92,auto,367.79
9.49,30.0,bike,150.11
19.66,58.09,auto,346.8
37.67,110.74,bike,490.1
11.12,32.8,auto,210.02
49.29,184.22,bike,690.83
4.06,13.26,auto,102.99
20.37,65.86,car,562.97
32.16,69.25,auto,495.48
23.49,56.39,auto,380.43
22.27,86.13,bike,323.84
34.35,116.91,bike,468.57
12.92,27.69,bike,171.05
42.97,105.34,car,1006.79
42.42,122.9,auto,700.57
12.4,30.83,bike,161.38
20.18,76.23,car,583.4
5.01,16.03,bike,84.57
13.95,32.88,car,367.31
21.68,51.21,bike,271.39
10.79,34.86,car,322.79
10.08,30.4,car,290.73
16.05,61.37,bike,248.97
8.5,20.31,car,247.29
9.66,35.47,bike,149.57
27.16,101.82,car,763.92
19.28,41.16,auto,313.51
35.78,74.89,car,817.2
39.49,101.78,auto,627.92
18.26,68.68,car,525.49
43.38,88.02,auto,645.48
19.11,42.68,car,463.92
39.37,92.15,bike,482.02
48.55,123.97,car,1145.96
23.27,84.69,car,654.82
47.27,131.87,auto,773.02
9.21,22.94,bike,131.18
11.86,26.96,bike,153.09
46.16,166.88,auto,824.84
38.09,143.34,auto,704.3
16.86,62.35,bike,256.77
10.02,24.51,bike,137.31
4.45,11.44,auto,103.4
49.81,124.45,auto,782.21
32.94,128.33,car,938.98
15.04,42.74,car,405.01
47.63,181.7,auto,878.8
15.01,55.8,auto,296.62
41.96,84.25,car,932.79
43.31,160.18,bike,604.63
8.55,18.16,auto,152.85
7.17,27.35,car,245.61
40.75,92.2,bike,480.26
9.87,29.55,bike,140.67
20.88,79.94,auto,400.86
18.31,42.14,bike,237.0
12.25,42.45,car,359.83
35.26,81.54,car,826.52
28.44,65.27,bike,347.38
16.71,52.21,bike,237.6
18.44,72.17,bike,283.4
41.74,163.36,bike,606.28
43.32,152.17,bike,590.14
39.92,138.25,bike,543.44
12.3,33.94,auto,217.81
17.29,46.11,auto,300.64
3.27,7.89,auto,86.14
17.67,60.24,auto,329.87
21.14,45.64,car,506.35
28.9,69.56,car,690.94
37.86,127.72,bike,517.78
5.26,18.05,bike,92.99
42.67,130.15,bike,566.23
18.51,49.09,auto,310.03
27.36,84.18,car,714.32
2.01,6.59,auto,72.37
48.5,188.24,auto,897.6
44.18,134.04,auto,736.47
32.35,92.91,auto,542.51
12.93,28.56,auto,225.17
4.41,16.83,bike,76.08
9.6,25.63,car,279.79
5.94,12.58,auto,123.31
23.4,75.98,car,633.95
45.96,134.25,auto,756.3
33.17,90.73,car,818.7
44.13,114.78,auto,705.73
17.51,63.42,auto,340.59
30.97,82.93,car,770.31
44.95,112.16,car,1059.92
15.76,43.6,bike,217.48
29.58,90.35,bike,397.95
44.77,161.12,auto,802.57
10.1,24.3,bike,135.08
23.63,78.76,auto,419.2
8.05,24.07,auto,163.91
2.92,7.54,auto,80.98
43.18,160.12,bike,610.2
6.73,13.95,bike,89.83
41.14,158.2,car,1139.59
5.49,11.32,car,164.74
2.91,7.23,bike,50.86
18.1,53.84,car,491.22
45.41,131.82,bike,582.44
41.39,117.47,auto,683.54
27.21,72.24,car,681.42
20.2,80.77,bike,305.7
27.9,99.59,auto,515.71
8.41,22.73,bike,120.83
2.07,6.53,auto,67.56
23.39,73.66,auto,414.41
4.88,19.4,bike,97.37
49.71,121.81,bike,604.5
43.58,106.99,car,1031.65
35.85,141.74,bike,516.89
39.38,141.0,bike,549.04
39.96,150.63,bike,561.75
10.15,31.34,bike,145.88
21.19,69.28,auto,382.59
1.88,6.89,car,102.91
25.09,64.73,car,624.17
7.65,22.52,auto,156.58
9.97,31.88,car,297.65
25.45,72.31,auto,434.95
41.01,159.53,bike,596.27
24.73,78.82,bike,339.77
2.51,5.26,bike,43.66
24.57,84.66,bike,338.6
6.75,18.77,auto,133.97
13.55,48.29,car,396.99
5.8,20.22,bike,99.72
10.4,25.44,auto,192.08
37.35,130.83,car,1006.47
19.2,66.51,auto,364.81
16.89,36.33,car,417.73
10.08,23.04,car,267.66
33.26,103.18,car,859.68
16.05,37.12,auto,274.53
34.29,92.64,auto,560.62
39.29,82.53,bike,453.3
30.58,101.62,auto,540.96
22.6,54.27,auto,368.66
15.4,61.59,auto,308.92
5.68,18.27,auto,133.13
4.04,15.26,car,163.32
34.63,85.1,auto,548.37
39.59,126.32,auto,674.43
3.01,6.19,bike,48.95
30.24,67.35,auto,477.02
48.06,165.89,car,1277.67
34.69,110.25,auto,606.92
23.06,89.83,bike,345.1
47.62,107.72,car,1095.29
27.77,109.74,car,804.38
13.06,28.59,bike,172.23
45.5,125.16,bike,581.03
11.04,43.45,bike,177.3
10.31,25.21,bike,144.11
4.96,18.65,bike,89.52
1.79,4.55,auto,61.74
24.51,94.37,car,704.87
26.13,78.05,bike,354.67
40.76,161.62,car,1146.78
43.18,101.01,car,1001.67
31.3,75.82,auto,494.14
1.42,4.54,auto,59.76
28.56,109.69,auto,537.05
12.19,40.84,auto,237.36
29.6,90.87,car,773.17
45.78,121.96,bike,573.7
14.15,34.83,auto,242.46
17.59,70.19,car,525.51
41.93,158.34,auto,765.87
33.86,81.97,car,800.23
26.55,103.4,car,756.2
1.77,4.02,auto,54.01
44.91,128.36,bike,576.14
48.78,154.7,auto,834.15
24.31,87.22,car,676.75
45.46,167.79,auto,824.17
37.2,112.41,car,943.91
27.35,76.46,bike,357.94
28.8,60.17,car,666.7
4.21,11.69,bike,76.33
28.1,104.24,bike,404.05
7.57,22.58,auto,158.1
18.19,59.09,car,502.33
22.7,61.74,auto,381.59
12.41,40.03,bike,185.62
35.69,129.05,auto,643.73
25.2,85.03,auto,454.65
47.68,106.84,auto,720.06
27.23,91.14,bike,379.28
32.95,129.85,auto,619.95
16.0,55.79,bike,239.63
16.54,55.88,car,472.97
41.35,134.87,bike,562.56
15.75,44.43,bike,214.74
35.45,114.83,car,926.03
8.37,26.83,auto,166.17
42.37,92.6,bike,506.36
43.95,132.22,auto,737.03
45.25,176.46,auto,833.94
31.99,110.13,bike,448.62
49.42,125.84,car,1171.45
23.92,65.62,car,609.46
9.75,34.62,car,307.24
6.97,17.98,auto,135.39
1.53,5.83,auto,63.51
30.7,115.78,bike,447.55
8.48,17.41,bike,111.9
34.33,109.65,auto,588.59
21.8,67.95,car,577.5
24.28,76.07,auto,420.15
46.95,186.26,car,1318.1
22.73,49.83,auto,354.12
23.61,48.36,auto,357.96
16.51,49.37,car,449.31
23.4,90.63,car,675.29
7.36,26.33,bike,117.82
25.49,76.33,car,658.5
3.48,13.92,auto,96.79
21.49,55.09,bike,272.72
13.22,40.32,car,367.42
43.48,104.32,car,1011.18
27.65,97.64,car,753.63
10.23,24.33,car,281.49
3.48,8.98,auto,92.24
22.66,60.99,bike,299.22
36.04,77.39,auto,544.42
45.76,146.76,auto,783.5
43.78,87.95,bike,508.21
39.98,143.25,bike,551.75
37.43,101.3,auto,613.16
27.58,60.23,bike,339.09
25.45,84.47,bike,345.37
25.74,63.75,bike,318.96
20.33,65.22,auto,367.67
27.95,64.33,car,666.95
23.27,88.87,auto,442.94
38.02,98.47,bike,478.03
39.32,120.01,bike,510.29
27.02,94.76,bike,383.73
19.24,41.32,bike,231.61
38.22,93.55,car,901.52
39.86,115.37,car,1001.25
45.49,128.33,car,1126.89
9.92,23.83,auto,181.51
35.37,109.44,car,914.58
3.32,9.51,auto,88.72
21.2,56.1,auto,358.52
16.73,48.64,bike,228.54
31.74,114.43,car,876.01
30.22,79.13,auto,496.11
19.21,64.23,bike,266.25
12.66,37.26,auto,230.78
31.65,99.46,bike,417.69
1.54,4.52,auto,50.95
26.4,66.65,auto,434.16
14.72,53.77,car,430.06
27.13,82.49,car,712.73
48.35,162.64,bike,649.47
31.41,113.43,car,866.43
37.64,120.63,auto,646.03
26.28,64.89,auto,429.79
6.49,17.34,car,198.57
25.84,57.52,bike,315.75
8.13,24.32,auto,160.76
28.57,80.99,auto,478.59
17.61,50.44,bike,245.68
34.12,100.94,auto,580.31
29.2,72.05,car,702.84
46.98,175.03,car,1284.08
12.66,41.19,bike,183.57
39.43,141.08,bike,548.38
29.13,93.86,car,772.22
24.55,52.92,bike,296.91
24.59,63.02,bike,314.72
47.96,162.45,auto,834.92
28.79,72.42,car,706.26
38.16,119.35,bike,506.46
24.55,93.67,car,700.45
16.15,63.08,auto,317.8
36.53,119.64,auto,630.66
49.9,162.28,bike,669.5
37.93,122.3,car,987.47
21.27,69.56,car,580.59
30.35,92.95,auto,526.04
17.65,58.16,bike,254.54
16.89,49.3,car,448.13
27.85,106.75,bike,398.61
12.71,42.56,bike,190.68
40.33,124.18,bike,536.51
47.45,161.1,car,1244.2
19.8,41.72,bike,249.99
30.88,83.29,bike,398.46
19.68,67.14,car,547.42
6.65,18.42,bike,96.31
49.88,149.07,car,1254.45
30.07,117.95,bike,435.67
28.54,78.85,bike,376.23
46.54,119.03,bike,575.51
30.57,119.09,auto,572.47
22.84,47.82,car,534.73
20.05,61.32,bike,269.63
42.4,133.04,auto,725.12
39.93,150.35,car,1103.11
37.89,125.71,car,991.11
46.45,138.55,car,1159.53
9.08,21.73,auto,165.55
44.68,129.25,bike,567.55
14.79,41.17,auto,257.5
35.96,135.06,car,995.05
2.38,5.26,auto,66.38
40.48,81.79,car,902.73
11.19,43.98,car,357.71
49.74,160.76,car,1275.62
25.77,95.76,car,727.81
5.1,14.34,car,170.37
48.31,131.92,car,1179.42
39.58,130.69,bike,539.08
49.33,120.7,bike,598.91
33.12,72.02,auto,509.96
26.79,61.48,bike,329.41
49.97,144.7,bike,635.36
35.83,135.86,car,994.36
10.96,34.22,car,319.46
4.52,14.07,car,163.42
4.07,12.34,auto,104.01
17.47,42.97,auto,291.67
35.29,116.74,auto,615.05
17.44,59.37,auto,326.24
39.61,154.98,bike,572.13
33.73,125.8,car,931.43
23.83,49.74,auto,377.17
37.44,126.51,car,997.77
11.3,38.24,car,340.0
8.55,27.88,car,265.86
27.52,105.14,car,773.83
17.97,39.45,car,439.18
16.3,60.39,auto,319.16
20.47,66.7,auto,370.69
13.72,42.39,car,383.29
11.78,34.34,car,329.74
31.45,63.81,car,718.5
33.33,128.44,bike,488.37
22.02,82.68,car,628.25
33.68,82.89,car,808.98
18.23,59.39,auto,337.22
6.26,20.24,auto,138.78
19.89,52.89,auto,333.96
9.11,31.81,auto,193.45
34.64,70.82,car,779.79
22.73,73.81,auto,407.1
31.25,84.31,bike,396.53
21.82,45.97,car,521.91
9.7,33.91,car,298.06
32.82,74.67,car,772.86
25.93,76.17,car,669.04
25.92,98.55,bike,375.94
26.88,92.98,auto,479.98
8.48,21.09,bike,117.63
32.95,93.76,auto,556.87
36.96,123.79,bike,504.42
36.51,127.54,car,985.57
33.98,91.54,car,842.17
46.77,119.26,bike,578.13
25.42,72.28,car,643.37
13.5,47.51,car,392.47
13.57,45.0,auto,253.89
39.05,147.64,car,1076.36
38.34,83.67,auto,578.46
27.3,102.53,bike,387.4
39.58,113.99,car,986.36
33.0,95.61,bike,422.95
46.31,164.04,bike,645.4
2.24,5.38,auto,67.93
10.71,31.67,bike,148.71
29.08,68.93,auto,454.99
6.87,22.93,car,227.66
40.67,161.08,auto,756.77
17.95,40.57,bike,227.16
28.06,57.37,bike,330.93
45.45,101.67,auto,683.95
39.93,87.57,auto,605.66
2.7,6.29,car,107.62
7.18,24.44,car,240.64
18.47,68.99,car,540.37
2.4,9.22,car,121.3
45.3,163.61,bike,636.07
28.64,83.21,car,727.72
42.86,118.6,auto,701.94
40.03,108.03,auto,650.3
23.48,62.94,car,595.78
11.96,40.0,car,356.63
2.15,5.31,auto,68.85
20.85,80.51,car,610.47
7.98,26.98,bike,125.39
18.22,53.14,bike,247.74
45.15,132.35,bike,583.49
48.73,114.35,car,1122.66
29.31,97.58,car,783.49
30.84,66.86,auto,480.26
47.06,183.88,car,1310.2
39.59,133.43,car,1044.38
4.53,14.59,bike,84.58
43.01,131.49,auto,722.13
26.0,74.54,bike,343.08
35.89,75.82,bike,425.3
25.63,81.18,auto,458.37
21.42,84.13,car,624.0
48.01,126.38,auto,760.56
38.03,114.67,bike,497.96
12.3,39.65,bike,185.1
15.29,50.69,car,430.61
23.27,57.83,car,569.25
18.14,59.55,car,498.25
35.46,99.14,bike,451.86
36.97,131.6,auto,664.24
28.39,72.43,car,699.06
32.29,82.34,auto,518.08
31.27,70.35,car,733.42
32.54,81.03,car,783.24
38.74,94.09,bike,473.01
39.11,133.35,auto,695.06
34.42,117.91,auto,619.99
38.12,120.62,car,981.31
24.22,72.68,bike,319.65
24.98,89.42,auto,453.88
16.26,33.82,car,400.45
11.56,43.38,car,362.91
47.78,172.28,bike,656.91
5.55,12.53,car,173.08
7.77,25.48,bike,115.71
5.53,20.35,car,201.36
36.01,130.96,auto,655.37
32.85,124.05,auto,609.74
2.29,6.87,bike,45.2
22.23,69.32,car,597.32
1.86,6.26,auto,61.31
25.56,85.26,car,688.44
42.11,87.32,bike,490.87
40.02,140.7,auto,714.86
29.51,92.99,auto,514.27
37.51,120.04,auto,654.0
7.95,24.99,bike,121.6
47.27,140.49,car,1183.76
15.76,54.16,auto,293.27
25.24,83.44,bike,342.38
42.04,135.29,bike,564.91
9.95,21.28,auto,169.8
40.33,94.57,car,948.24
10.13,36.6,auto,204.03
13.99,46.0,auto,260.59
23.33,81.85,car,650.12
23.92,70.69,auto,408.65
33.87,87.73,car,819.68
3.99,14.81,bike,72.7
38.63,137.5,car,1039.58
10.0,34.42,car,307.63
44.6,111.26,bike,541.02
23.74,78.93,bike,333.95
36.0,137.63,car,1011.49
9.94,21.58,car,268.68
24.97,52.33,car,578.31
48.89,180.83,bike,682.19
36.77,104.67,bike,474.92
32.28,79.31,car,780.09
36.17,85.58,car,844.71
37.31,124.32,bike,500.95
2.2,5.51,auto,70.97
33.91,73.63,car,784.81
39.46,137.08,car,1058.42
45.53,113.93,car,1075.56
43.93,119.63,bike,554.26
47.19,185.48,bike,681.23
17.53,50.16,auto,312.05
12.69,38.87,car,357.96
9.14,22.75,bike,131.71
42.88,124.94,car,1069.11
40.41,153.29,bike,573.05
24.02,93.65,auto,461.45
39.92,155.64,bike,581.26
9.54,30.9,bike,146.78
10.1,29.0,bike,149.22
10.78,24.83,bike,143.24
28.09,70.03,car,679.89
47.17,186.31,bike,672.04
3.83,11.61,bike,67.12
33.92,111.72,car,892.89
43.01,165.84,bike,608.74
45.59,95.05,auto,678.89
20.92,43.39,car,500.71
36.8,96.83,bike,467.96
44.12,131.11,car,1107.35
35.93,112.76,car,927.21
18.87,70.68,bike,286.01
37.73,130.66,auto,668.32
21.77,84.78,bike,326.13
41.4,98.65,bike,501.78
3.1,7.04,car,125.57
17.54,39.08,bike,224.91
34.39,100.54,car,876.63
7.31,25.79,auto,162.1
37.65,115.47,car,962.74
26.78,61.88,car,646.35
21.43,73.75,auto,400.16
33.17,129.8,car,944.76
26.42,59.17,auto,419.65
30.57,104.74,auto,549.38
22.7,79.75,auto,414.52
33.37,95.66,auto,555.2
26.11,73.73,car,661.56
42.3,102.23,bike,508.13
