trip_id,city,distance_km,duration_minutes,traffic_level,demand_factor,battery_health_percent,energy_consumption_kwh,route_difficulty,vehicle_type,time_of_day,day_of_week,weather_condition,temperature_celsius,humidity_percent,driver_rating,surge_multiplier,historical_pricing_factor,is_holiday,charging_stations_nearby,user_type,fare_amount_inr
EV000169,Chennai,39.72,196.2,86,2.8028,74,4.09,9,SUV,Morning_Peak,Friday,Rainy,20,89,3.9,1.71,1.03,0,10,Regular,2535.35
EV000170,Mumbai,20.4,56.3,97,2.618,85,5.89,4,Sedan,Day_Time,Monday,Rainy,33,58,3.8,1.52,0.95,0,7,Regular,1247.85
EV000171,Chennai,19.37,57.9,60,0.8517600000000001,76,4.58,3,Premium,Morning_Peak,Sunday,Storm,28,60,4,2,1.08,0,3,Premium,684.14
EV000172,Mumbai,28.71,58.1,70,1.233,84,4.09,5,SUV,Night,Sunday,Clear,39,75,4.3,1,1.08,0,6,Premium,980.46
EV000173,Delhi,46.68,129.3,92,3.731,72,5.9,10,SUV,Evening_Peak,Tuesday,Storm,39,59,4.7,2,0.94,0,9,Premium,8448.46
EV000174,Chennai,34.27,69.7,38,2.0160000000000005,97,5.53,1,Compact,Early_Morning,Saturday,Foggy,39,41,5,2.24,0.96,0,10,Regular,1369.24
EV000175,Delhi,16.71,46.2,96,2.1060000000000003,72,8.96,7,Compact,Evening_Peak,Wednesday,Foggy,24,76,4.3,1.84,1.08,0,6,Premium,879.57
EV000176,Mumbai,37.22,123.2,84,2.8,88,7.48,7,Compact,Night,Friday,Rainy,37,94,3.9,1.82,0.91,0,9,Regular,2957.27
EV000177,Delhi,29.01,133.5,7,1.143,76,5.65,9,Compact,Day_Time,Saturday,Foggy,31,94,3.8,1,1.06,0,6,Premium,275.11
EV000178,Chennai,20.68,88.5,60,4.63554,95,5.25,7,Sedan,Morning_Peak,Sunday,Rainy,17,62,5,1.6,1.08,0,5,Regular,2387.62
EV000179,Pune,25.08,96.1,24,2.31,86,4.3,3,SUV,Night,Wednesday,Clear,30,77,3.7,1.87,1.09,0,7,Premium,1651.69
EV000180,Pune,7.7,17.4,60,3.09582,96,5.53,2,Compact,Evening_Peak,Sunday,Rainy,33,31,4,2.05,1.05,1,8,Regular,612.74
EV000181,Mumbai,23.57,117.5,68,2.21,88,4.11,6,SUV,Night,Thursday,Clear,31,35,4.4,2.29,0.97,1,5,Regular,3298.29
EV000182,Mumbai,22.29,59.4,80,0.94,88,6.43,8,Premium,Early_Morning,Tuesday,Foggy,20,35,4,1,1.09,0,10,Premium,655.88
EV000183,Pune,17.14,85.2,70,0.86814,78,5.67,7,Sedan,Evening_Peak,Sunday,Storm,25,97,5,2,1.05,0,10,Premium,592.24
EV000184,Chennai,25.77,107.3,97,1.482,71,7.16,10,Premium,Evening_Peak,Friday,Foggy,27,70,4.8,1,1.07,0,2,Regular,857.89
EV000185,Bangalore,44.03,218.3,5,1.6,85,4.98,5,Sedan,Day_Time,Friday,Clear,21,47,3.5,1,1.02,0,2,Premium,734.92
EV000186,Pune,12.38,38.8,21,1.99,99,5.22,10,SUV,Night,Wednesday,Hot,32,77,4.5,1,0.91,0,7,Premium,487.76
EV000187,Bangalore,29.18,129.7,60,0.8775000000000001,83,4.17,2,SUV,Evening_Peak,Saturday,Clear,26,72,4.3,1,1.1,0,1,Premium,480.54
EV000188,Pune,27.74,71.4,84,3.1590000000000003,82,8.09,4,Compact,Morning_Peak,Wednesday,Clear,21,89,3.7,2.41,0.95,0,1,Regular,1763
EV000189,Pune,20.04,53.2,69,3.0771,98,4.57,4,SUV,Morning_Peak,Sunday,Hot,36,42,4.2,1.77,0.92,0,5,Regular,1589.09
EV000190,Pune,43.47,117.1,99,1.937,99,5.22,4,SUV,Morning_Peak,Wednesday,Foggy,26,62,4.7,1,1.07,0,9,Regular,1870.06
EV000191,Bangalore,27.61,56.6,60,3.9494,92,5.59,3,Sedan,Morning_Peak,Wednesday,Storm,15,98,4.2,2,0.96,0,1,Premium,4138
EV000192,Bangalore,11.74,36.3,54,2.66,73,7.38,7,Compact,Early_Morning,Friday,Foggy,36,48,4.5,2.12,0.93,0,1,Regular,606.95
EV000193,Bangalore,12.49,34.3,95,0.676,92,3.94,9,SUV,Morning_Peak,Tuesday,Foggy,18,64,4.8,1,1.1,0,6,Regular,237.95
EV000194,Chennai,31.64,85.3,60,3.7128,87,4.15,5,SUV,Evening_Peak,Monday,Rainy,34,51,3.8,1.98,1,0,2,Premium,3266.9
EV000195,Chennai,35.96,112,86,0.94,91,5.62,3,SUV,Night,Friday,Clear,22,91,5,1,1,0,8,Regular,659.41
EV000196,Delhi,20.94,55.7,98,2.67,91,7.42,6,Premium,Night,Tuesday,Hot,21,42,4.3,1.61,1.07,0,6,Premium,3541.49
EV000197,Chennai,45.3,135.1,41,1.539,99,6.27,7,Sedan,Night,Saturday,Foggy,34,59,3.7,1,1.07,0,5,Premium,955.41
EV000198,Bangalore,44.06,99.2,93,1.71,88,5.18,3,SUV,Night,Sunday,Clear,31,99,4.3,1,1.05,0,2,Premium,2106.27
EV000199,Pune,25.22,67.9,98,2.828,90,7.21,4,Compact,Early_Morning,Monday,Rainy,22,35,3.9,1.89,1.02,0,8,Premium,1544.92
EV000200,Chennai,16.27,64.8,98,1.9655999999999998,78,8.34,1,Compact,Day_Time,Sunday,Storm,36,57,4,2,0.95,1,5,Premium,729.03
EV000201,Chennai,31.35,120.4,85,1.01,74,6.21,5,Premium,Day_Time,Tuesday,Hot,16,92,4.6,1,1.03,0,3,Regular,551.11
EV000202,Delhi,27.13,66.3,60,1.04,87,5.34,6,Premium,Evening_Peak,Tuesday,Foggy,31,56,4.2,1,0.98,0,3,Regular,623.4
EV000203,Pune,51.37,172.3,77,2.439,76,6.49,9,Premium,Early_Morning,Saturday,Foggy,23,81,4.7,1.85,0.9,0,7,Premium,4407.77
EV000204,Mumbai,31.38,81.5,60,3.1849999999999996,79,7.13,10,Compact,Morning_Peak,Wednesday,Storm,34,99,5,2.24,0.96,0,10,Regular,4275.26
EV000205,Pune,22.76,77.8,60,0.9359999999999999,94,8.42,2,Compact,Morning_Peak,Friday,Hot,16,41,4.3,1,1.08,1,10,Premium,304.52
EV000206,Bangalore,2.08,7.8,91,1.75,88,6.9,1,Compact,Day_Time,Tuesday,Foggy,32,79,3.8,1,0.93,0,9,Premium,44.53
EV000207,Chennai,47.94,222.3,74,1.08,94,5.98,7,Premium,Early_Morning,Saturday,Clear,26,69,5,1,1.05,0,5,Regular,1187.83
EV000208,Mumbai,23.17,52.1,60,1.9305,95,6.43,8,Compact,Evening_Peak,Sunday,Foggy,19,50,4.8,1,0.98,0,1,Regular,788.75
EV000209,Bangalore,14.82,54.6,98,2.65,83,7.76,9,Compact,Night,Tuesday,Foggy,16,88,4.7,2.13,0.91,0,10,Regular,1380.09
EV000210,Delhi,23.24,112.2,42,1.512,82,6.82,3,Compact,Early_Morning,Tuesday,Storm,36,96,4.2,2,1.02,1,1,Premium,925.96
EV000211,Bangalore,39.35,85.6,91,2.55,95,7.6,6,Sedan,Day_Time,Tuesday,Clear,18,89,4,1.79,1.05,0,6,Premium,3466.44
EV000212,Chennai,20.93,95.5,71,4.167800000000001,76,8.94,2,Compact,Morning_Peak,Tuesday,Storm,36,37,4.7,2.11,1.07,0,7,Premium,2196.23
EV000213,Delhi,7.58,27,60,4.0040000000000004,89,4.9,4,SUV,Evening_Peak,Friday,Rainy,38,81,3.6,2.15,1.07,0,7,Regular,1075.16
EV000214,Delhi,25,101.3,29,2.09,78,5.85,5,Premium,Day_Time,Monday,Foggy,29,59,4.7,2.06,1.04,1,5,Regular,2458.02
EV000215,Mumbai,41.27,145.2,57,2.7342,90,5.38,9,Premium,Early_Morning,Sunday,Storm,38,89,3.9,2.12,1.01,0,1,Premium,8038.41
EV000216,Mumbai,35.47,89.7,81,2.25,70,5.58,6,SUV,Day_Time,Sunday,Foggy,22,42,3.8,1.98,1.07,0,4,Premium,3002.86
EV000217,Pune,37.99,178,60,1.651,74,5.27,7,Sedan,Evening_Peak,Friday,Foggy,21,33,4.5,1,1.02,0,6,Premium,814.58
EV000218,Mumbai,30.55,88.8,60,2.11302,92,6.51,8,Sedan,Morning_Peak,Saturday,Storm,21,50,4.4,2.18,1.03,0,10,Regular,3358.16
EV000219,Bangalore,47.14,183.3,74,1.56,90,4.93,7,Premium,Early_Morning,Thursday,Clear,28,30,3.7,1,1.01,0,9,Premium,1762.83
EV000220,Chennai,50.74,152.5,5,3.9199999999999995,78,5.96,3,Premium,Day_Time,Tuesday,Storm,37,45,3.5,2.04,1.07,0,1,Premium,5676.85
EV000221,Chennai,22.61,107.1,68,0.49500000000000005,99,5.63,4,Sedan,Night,Saturday,Clear,17,43,5,1,0.91,0,1,Premium,178.18
EV000222,Delhi,32.48,138.8,60,2.2022,89,6.47,3,Compact,Evening_Peak,Tuesday,Rainy,23,33,4.7,1.57,1.06,0,7,Regular,1496.28
EV000223,Bangalore,14.66,52.2,60,3.9676000000000005,91,5.5,6,Premium,Evening_Peak,Monday,Rainy,27,41,3.6,2.38,1.04,1,4,Premium,4155.58
EV000224,Mumbai,28.21,119,69,2.576,73,5.61,10,Sedan,Night,Wednesday,Rainy,24,77,3.9,2.28,0.99,0,6,Premium,3064.01
EV000225,Chennai,16.6,43.9,45,0.61,92,5.47,2,Premium,Night,Tuesday,Foggy,18,98,3.7,1,0.94,0,5,Regular,158.74
EV000226,Delhi,22.63,48,60,3.003,92,8.1,4,Compact,Evening_Peak,Monday,Hot,29,69,4.3,1.76,1.07,0,4,Premium,1666.79
EV000227,Mumbai,27.21,124.6,61,3.1356000000000006,96,4.6,5,Premium,Morning_Peak,Sunday,Foggy,22,49,3.6,2.04,0.98,1,6,Premium,5435.75
EV000228,Mumbai,28.77,110.5,49,2.26,97,6.65,6,Compact,Day_Time,Tuesday,Hot,33,60,5,1.59,0.95,0,1,Premium,1821.44
EV000229,Bangalore,25.65,86.3,8,2.46,93,5.22,6,Premium,Early_Morning,Thursday,Foggy,17,92,4.5,2.39,1.04,0,5,Premium,3527.24
EV000230,Delhi,6.89,31.3,31,4.158,80,7.47,6,Compact,Day_Time,Wednesday,Rainy,24,48,4.4,1.88,1.08,1,2,Premium,736.39
EV000231,Delhi,51.2,171.4,1,1.296,99,5.32,9,SUV,Early_Morning,Sunday,Hot,21,39,3.9,1,1.04,0,1,Premium,965.73
EV000232,Pune,31.21,141.8,60,1.352,99,5,1,SUV,Evening_Peak,Tuesday,Clear,30,48,4.9,1,0.98,1,3,Premium,937.31
EV000233,Pune,14.65,44.2,18,0.98,81,5.23,5,Premium,Early_Morning,Thursday,Hot,22,79,5,1,0.98,0,9,Regular,218.91
EV000234,Mumbai,14.44,50.8,60,1.7550000000000001,76,5.81,7,Premium,Evening_Peak,Tuesday,Clear,36,58,4.4,1,0.96,0,6,Regular,572.37
EV000235,Bangalore,37.63,129.6,63,2.22,70,4.73,10,Premium,Night,Monday,Clear,37,76,4.3,2.06,1.04,0,8,Premium,4821.25
EV000236,Mumbai,14.37,68.3,27,3.2255999999999996,90,3.58,9,SUV,Night,Saturday,Storm,31,77,4,2,1.06,0,3,Regular,2534.21
EV000237,Bangalore,40.85,158.9,85,2.133,99,6.78,7,Compact,Day_Time,Sunday,Clear,35,74,3.5,2.45,0.9,0,2,Premium,2567.79
EV000238,Mumbai,10.8,32.6,96,2.6550000000000002,80,9.77,10,Compact,Early_Morning,Saturday,Hot,21,43,5,2.1,0.9,0,9,Regular,868.85
EV000239,Pune,51.36,215.4,32,2.41,83,3.48,7,SUV,Early_Morning,Friday,Foggy,27,54,4.3,2.19,0.93,0,4,Regular,3030.58
EV000240,Mumbai,27.31,133.5,29,2.75,96,4.68,4,SUV,Early_Morning,Monday,Clear,21,73,4.9,2.4,0.97,0,2,Premium,3722.13
EV000241,Mumbai,45.81,114.6,74,1.1960000000000002,87,5.92,3,Premium,Morning_Peak,Wednesday,Clear,39,40,4.4,1,1.07,0,10,Regular,1631.35
EV000242,Mumbai,46.86,162.5,60,3.07944,85,4.69,9,SUV,Evening_Peak,Saturday,Rainy,29,63,4.8,2.33,0.93,0,8,Premium,8799.68
EV000243,Chennai,24.43,66.2,94,0.6669,76,7.73,6,Sedan,Evening_Peak,Sunday,Hot,39,59,4,1,0.95,0,4,Premium,159.87
EV000244,Delhi,48.94,235.6,31,3.4019999999999997,89,6.84,4,Compact,Early_Morning,Sunday,Storm,31,80,4.4,2,1.05,0,5,Premium,4357.57
EV000245,Pune,36.5,88.9,94,2.002,87,4.86,8,SUV,Night,Wednesday,Storm,28,84,4.4,2,1.04,0,4,Regular,4137.41
EV000246,Bangalore,20.8,61.8,57,1.449,94,3.46,6,SUV,Night,Saturday,Clear,16,62,4.2,1,1.08,0,2,Regular,696.35
EV000247,Chennai,26.19,70.8,68,1.008,77,6.44,2,Sedan,Day_Time,Wednesday,Storm,38,68,4,2,1,0,9,Premium,608.56
EV000248,Chennai,9.04,37.2,68,1.1466,93,6.3,6,Premium,Night,Saturday,Storm,24,76,3.9,2,0.94,0,10,Premium,553.39
EV000249,Delhi,45.26,95.6,54,1.2348,97,7.83,8,Compact,Early_Morning,Saturday,Storm,25,87,3.5,2,1.08,0,2,Regular,1366.52
EV000250,Chennai,49.17,110.1,93,5.3508,72,6.05,8,Premium,Morning_Peak,Thursday,Rainy,39,89,4.1,1.96,1.02,0,4,Premium,10381.67
EV000251,Chennai,31.36,105.6,60,1.8459999999999999,97,5.3,1,Sedan,Morning_Peak,Friday,Clear,32,54,3.9,1,1.07,0,8,Premium,679.34
EV000252,Delhi,8.77,24.6,60,1.5327000000000002,84,8.49,5,Compact,Morning_Peak,Saturday,Hot,38,91,3.7,1,0.91,0,3,Premium,126.67
EV000253,Bangalore,9.41,41.8,69,1.5834,84,7.04,7,Sedan,Morning_Peak,Monday,Storm,34,37,3.9,2,0.98,0,4,Premium,527.33
EV000254,Pune,24.22,91.6,44,2.0664,95,5.23,9,SUV,Early_Morning,Sunday,Storm,16,83,4.8,2.07,1.07,0,8,Regular,2213.47
EV000255,Bangalore,10.65,39.7,6,2.6879999999999997,94,5.98,9,Compact,Night,Wednesday,Rainy,34,77,4.4,1.69,1.08,0,5,Premium,856.82
EV000256,Delhi,34.75,94.3,94,1.7639999999999998,94,9.27,7,Compact,Day_Time,Monday,Storm,23,51,4.3,2,1.05,0,4,Regular,2356.81
EV000257,Mumbai,17.14,50,60,2.5479999999999996,96,6.67,9,Sedan,Morning_Peak,Wednesday,Storm,19,61,4.9,2,0.97,0,3,Premium,2447.9
EV000258,Mumbai,5.22,21.7,71,3.77,80,5.86,7,SUV,Morning_Peak,Monday,Foggy,27,70,3.8,2.32,1.02,1,10,Premium,1042.91
EV000259,Delhi,21.34,87.1,67,1.75,95,6.68,8,Compact,Early_Morning,Monday,Rainy,23,57,4.4,1,0.99,0,8,Regular,470.64
EV000260,Pune,16.93,76.9,52,2.25,79,6.46,10,Compact,Night,Saturday,Foggy,36,63,3.8,2,0.98,0,6,Premium,821.78
EV000261,Pune,38.47,173.1,43,1.652,82,3.84,3,SUV,Night,Friday,Storm,17,51,4.2,2,0.98,0,7,Premium,2683.89
EV000262,Mumbai,3.27,10.5,35,1.512,70,3.65,6,SUV,Early_Morning,Saturday,Storm,38,77,3.7,2,0.96,0,6,Premium,155.41
EV000263,Chennai,5.27,18.5,60,1.989,77,3.67,10,SUV,Evening_Peak,Saturday,Foggy,38,73,3.8,1,0.91,0,5,Regular,114.96
EV000264,Pune,33.79,117.3,0,4.144,98,6.89,6,Compact,Day_Time,Monday,Rainy,16,78,3.7,1.98,1.09,0,2,Regular,2349.54
EV000265,Chennai,28.29,67.5,94,2.27,78,8.04,4,Compact,Night,Thursday,Foggy,30,37,4.3,2.07,0.93,1,10,Regular,1523.24
EV000266,Bangalore,38.16,165.1,44,1.11,91,5.32,5,Premium,Early_Morning,Thursday,Hot,31,99,4.3,1,1.01,0,3,Regular,942.47
EV000267,Delhi,47.31,165.3,99,3.36,74,8.96,3,Sedan,Night,Monday,Storm,16,63,3.6,2.49,0.95,0,3,Premium,6560.56
EV000268,Mumbai,42.86,169.5,60,1.6744,83,6.84,3,Compact,Morning_Peak,Monday,Rainy,16,55,4.3,1,0.92,1,2,Premium,1042.17
EV000269,Bangalore,27.7,88.6,28,0.6,77,7.91,7,Compact,Night,Monday,Hot,15,81,3.7,1,1.07,0,7,Regular,179.52
EV000270,Chennai,27.05,113.7,60,1.456,79,6.49,4,Premium,Morning_Peak,Wednesday,Storm,38,62,4.4,2,0.98,0,3,Regular,1645.41
EV000271,Pune,2.67,7.4,70,2.6780000000000004,80,4.97,8,Premium,Morning_Peak,Friday,Hot,16,69,3.6,1.63,0.93,0,5,Premium,196.82
EV000272,Delhi,30.53,83.4,60,3.3488,74,3.87,4,SUV,Morning_Peak,Monday,Storm,15,87,3.8,2.05,0.97,0,9,Regular,3268.31
EV000273,Chennai,6.98,21.1,60,1.4949999999999999,78,4.89,4,SUV,Morning_Peak,Friday,Hot,37,60,4.1,1,0.92,1,2,Premium,131.26
EV000274,Bangalore,32.21,118.4,80,2.538,88,4.96,7,Premium,Early_Morning,Saturday,Foggy,32,36,4.3,2.01,1.06,0,3,Regular,4161.28
EV000275,Delhi,14.35,30,76,0.7979999999999999,98,7.79,7,Sedan,Early_Morning,Friday,Storm,23,96,3.6,2,1.04,0,2,Premium,425.38
EV000276,Bangalore,32.93,130.4,53,0.45,83,5.87,10,Compact,Night,Saturday,Foggy,22,80,4.1,1,0.96,0,5,Regular,212.01
EV000277,Pune,36.16,94.6,46,1.2726,94,7.29,2,Sedan,Night,Sunday,Storm,22,33,4.8,2,0.91,0,8,Regular,1611.11
EV000278,Bangalore,39.57,144.6,64,2.89926,85,4.16,7,SUV,Morning_Peak,Saturday,Rainy,36,89,4.5,1.64,0.96,0,7,Premium,4150.74
EV000279,Delhi,40.28,114.8,20,0.8959999999999999,72,6.24,5,Compact,Day_Time,Tuesday,Storm,31,74,3.5,2,0.94,1,10,Premium,666.21
EV000280,Pune,2.96,13.4,60,1.989,73,6.62,9,Sedan,Morning_Peak,Tuesday,Foggy,17,96,4.5,1,0.9,0,2,Regular,59.25
EV000281,Delhi,30.2,61.3,24,3.6162,77,4.61,8,SUV,Early_Morning,Saturday,Storm,28,46,4.2,2,1.06,0,6,Regular,3339.62
EV000282,Delhi,18.37,78.8,5,1.5,79,4.39,3,Premium,Day_Time,Friday,Foggy,35,86,4.7,1,1.03,0,8,Premium,508.98
EV000283,Mumbai,39.41,108.3,77,1.4274,80,3.91,10,SUV,Morning_Peak,Sunday,Clear,18,47,3.8,1,0.99,0,8,Premium,1094.46
EV000284,Chennai,37.1,91.4,13,2.912,71,3.54,4,SUV,Night,Tuesday,Storm,30,49,4,2,0.92,0,4,Regular,2550.92
EV000285,Bangalore,36.63,91.4,60,1.092,100,6.21,1,Sedan,Morning_Peak,Monday,Hot,35,48,4.8,1,1.09,0,3,Regular,726.64
EV000286,Delhi,5.68,27,83,1.413,71,8.98,9,Compact,Day_Time,Sunday,Hot,15,33,4.1,1,0.94,0,5,Premium,83.14
EV000287,Chennai,46.95,156,68,0.7938,83,6.15,4,Premium,Day_Time,Saturday,Storm,35,32,3.8,2,1.06,0,7,Regular,1498.72
EV000288,Mumbai,16.93,43.7,3,1.395,70,4.63,6,Premium,Early_Morning,Saturday,Clear,27,58,4.9,1,1,0,2,Regular,398.11
EV000289,Mumbai,2.06,6.4,60,1.4196,73,4.5,6,Premium,Morning_Peak,Friday,Storm,15,41,4.2,2,1.03,0,1,Regular,164.72
EV000290,Pune,3.3,10.2,92,2.704,100,7.86,8,Sedan,Evening_Peak,Friday,Foggy,21,58,4.1,2.42,1.03,0,1,Premium,395.23
EV000291,Mumbai,2.7,8.2,74,4.9504,98,8.07,6,Sedan,Morning_Peak,Friday,Storm,15,90,4,2,1.02,0,4,Premium,645.1
EV000292,Chennai,51.16,143.7,37,1.5876,98,5.24,3,Sedan,Night,Saturday,Rainy,39,56,3.8,1,1.01,0,8,Regular,929.47
EV000293,Delhi,5.5,13.7,59,1.99,75,5.46,9,Premium,Early_Morning,Monday,Clear,15,53,3.5,1,1.04,0,7,Regular,162.37
EV000294,Delhi,4.75,16.3,62,1.67,92,5.65,8,Sedan,Night,Monday,Clear,30,36,3.7,1,1,1,1,Premium,152.72
EV000295,Pune,17.38,42.8,37,1.41,74,4.9,10,SUV,Day_Time,Monday,Foggy,20,51,3.9,1,1.07,0,2,Premium,339.28
EV000296,Bangalore,23.02,111.2,19,1.683,100,7.92,8,Compact,Early_Morning,Saturday,Hot,15,64,4.6,1,1.1,0,10,Premium,546.94
EV000297,Delhi,36.71,167.8,13,2.286,99,8.57,8,Compact,Early_Morning,Sunday,Hot,29,95,4.8,2.49,1.09,0,5,Regular,2388.61
EV000298,Delhi,46.3,128.1,91,2.072,98,6.34,4,SUV,Day_Time,Wednesday,Storm,30,94,5,2,0.96,0,1,Premium,5932.08
EV000299,Delhi,17.56,64.3,60,3.4901999999999997,70,7.49,7,Compact,Day_Time,Sunday,Storm,25,40,4.8,2.23,1.08,0,1,Premium,2098.7
EV000300,Delhi,32.21,158.7,79,2.8756000000000004,79,7.23,10,Sedan,Morning_Peak,Friday,Storm,29,83,5,2,0.91,0,8,Premium,3866.72
EV000301,Mumbai,20.73,80.4,37,2.786,76,6.02,7,Sedan,Night,Wednesday,Storm,36,55,4.6,2.24,1.01,0,3,Regular,2836.03
EV000302,Pune,35.7,143.1,97,0.86,72,8.74,5,Sedan,Early_Morning,Monday,Hot,24,45,4.2,1,1.07,0,7,Regular,314.22
EV000303,Delhi,45.34,211.6,20,1.053,76,6.03,4,Sedan,Day_Time,Sunday,Clear,29,65,4.5,1,1.04,1,10,Regular,566.99
EV000304,Bangalore,38.72,131.5,78,1.5652000000000001,93,5.94,10,SUV,Morning_Peak,Wednesday,Storm,19,64,4.9,2,0.91,0,4,Premium,3981.71
EV000305,Delhi,43.48,119.2,84,2.87,89,4.81,10,SUV,Early_Morning,Tuesday,Foggy,20,42,4.2,2.44,1,0,8,Premium,6130.25
EV000306,Mumbai,35.69,113.7,70,1.16,89,4.28,10,Premium,Day_Time,Friday,Foggy,23,62,4.2,1,0.98,0,10,Regular,1222.59
EV000307,Bangalore,27.39,84.8,60,2.7820000000000005,97,7.31,9,Compact,Morning_Peak,Tuesday,Hot,29,95,4,2.25,1,0,2,Regular,2187.85
EV000308,Chennai,20.58,55,86,3.7510200000000005,70,4.61,8,SUV,Morning_Peak,Sunday,Storm,27,76,3.8,2,1,0,5,Regular,2129.95
EV000309,Bangalore,3.52,11.5,49,2.1870000000000003,74,8.52,10,Compact,Night,Sunday,Hot,23,37,3.8,2.04,1,0,5,Premium,193.1
EV000310,Bangalore,25.22,124.4,19,2.42,96,6.5,1,Sedan,Night,Tuesday,Clear,36,77,3.7,2.42,1.01,0,2,Premium,1960.48
EV000311,Pune,37.84,150.9,13,2.39,82,3.6,3,SUV,Day_Time,Wednesday,Foggy,31,69,4,1.95,0.97,0,10,Regular,1870.87
EV000312,Mumbai,44.28,142.2,97,1.833,99,5.12,10,SUV,Evening_Peak,Wednesday,Foggy,33,97,3.8,1,0.99,0,6,Premium,2324.15
EV000313,Chennai,9.25,41,80,3.6539999999999995,81,6.84,7,Premium,Night,Monday,Storm,38,93,4.2,2,0.96,0,1,Regular,1773.23
EV000314,Delhi,45.01,164.2,60,2.587,90,6.09,9,Premium,Evening_Peak,Thursday,Hot,16,95,4.2,2.3,0.96,0,4,Premium,6551
EV000315,Pune,5.61,28,60,0.8320000000000001,94,5.48,10,Sedan,Evening_Peak,Thursday,Clear,30,86,4.6,1,1.09,0,6,Regular,71.34
EV000316,Chennai,37.32,161.8,35,0.59,90,5.53,10,Premium,Early_Morning,Wednesday,Foggy,28,83,5,1,0.91,0,7,Premium,432.94
EV000317,Mumbai,44.3,125.2,81,4.06,73,5.65,9,SUV,Night,Wednesday,Storm,39,42,3.8,2,0.98,0,6,Premium,10255.69
EV000318,Bangalore,39.04,120.7,60,0.8307,93,5.58,9,Sedan,Morning_Peak,Sunday,Hot,31,53,4,1,0.9,0,2,Premium,473.98
EV000319,Bangalore,32.63,151.6,60,0.8450000000000001,99,5.83,2,Compact,Morning_Peak,Tuesday,Foggy,20,98,4.9,1,0.91,0,1,Regular,397.15
EV000320,Chennai,48.67,221.5,60,4.8412,75,4.09,2,SUV,Morning_Peak,Thursday,Storm,18,30,4.9,2,0.92,0,7,Premium,7691.62
EV000321,Bangalore,21.06,80.3,47,0.88,95,7.75,6,Sedan,Early_Morning,Friday,Hot,33,42,4.1,1,1.02,0,6,Premium,283.52
EV000322,Pune,39.5,190.1,13,1.554,87,6.35,5,Compact,Early_Morning,Monday,Rainy,32,71,4.7,1,0.91,0,5,Premium,526.74
EV000323,Delhi,18.73,49.5,65,2.84,96,5.22,6,Premium,Day_Time,Thursday,Clear,26,73,3.6,2.01,1.04,0,1,Premium,2502.22
EV000324,Chennai,42.49,112.9,99,3.3695999999999997,79,7.04,5,Compact,Morning_Peak,Sunday,Clear,15,86,4.4,1.79,0.94,0,7,Regular,2153.64
EV000325,Chennai,48.4,198.9,78,2.8756000000000004,86,7.2,2,Sedan,Evening_Peak,Friday,Rainy,31,46,3.7,2.44,1.01,0,8,Regular,3408.04
EV000326,Chennai,22.38,87.5,60,2.639,98,6.5,1,Premium,Morning_Peak,Monday,Storm,38,99,4.1,2,1.01,0,8,Premium,2924.38
EV000327,Mumbai,11.7,31.2,14,1.23,72,5.06,5,Sedan,Early_Morning,Thursday,Foggy,35,38,4.3,1,0.95,0,10,Premium,142.67
EV000328,Chennai,46.32,208.1,92,1.0010000000000001,87,5.82,1,SUV,Morning_Peak,Monday,Rainy,37,48,3.8,1,0.97,1,7,Premium,767.77
EV000329,Pune,18.47,58.3,60,3.3280000000000003,81,5.74,4,Sedan,Morning_Peak,Tuesday,Foggy,36,37,3.7,1.63,0.91,0,4,Premium,956.13
EV000330,Mumbai,30.55,76.3,60,2.1060000000000003,89,3.6,8,SUV,Morning_Peak,Sunday,Clear,37,67,3.7,2.07,0.93,0,8,Regular,2134.62
EV000331,Bangalore,20.55,96,95,0.87,91,7.07,8,Sedan,Night,Tuesday,Clear,16,58,4.3,1,1.08,0,10,Premium,442.57
EV000332,Chennai,33.94,73,91,1.092,88,5.82,6,Sedan,Morning_Peak,Friday,Foggy,20,43,4.4,1,1.07,0,4,Premium,545.22
EV000333,Delhi,21.73,53.2,47,2.88,83,3.29,8,SUV,Early_Morning,Friday,Foggy,38,49,4.9,1.58,1.06,0,3,Regular,1788.87
EV000334,Pune,49.41,145.1,75,0.873,80,7.31,8,Sedan,Night,Saturday,Clear,26,37,3.5,1,1.07,0,8,Premium,607.69
EV000335,Pune,47.26,209.9,95,2.6334,89,4.98,7,SUV,Early_Morning,Sunday,Rainy,32,95,4.6,2.25,0.96,0,4,Premium,5541.86
EV000336,Delhi,7.63,34.4,60,1.1700000000000002,79,4.41,5,SUV,Morning_Peak,Wednesday,Foggy,20,72,3.5,1,1.05,0,2,Premium,133.79
EV000337,Bangalore,29.3,79.8,43,2.41,78,4.52,9,SUV,Night,Thursday,Hot,34,68,4,2.16,1.04,0,3,Regular,2732.6
EV000338,Delhi,13.23,62.8,60,1.5678000000000003,98,7.67,2,Compact,Evening_Peak,Sunday,Hot,30,67,3.7,1,1,0,1,Regular,212
EV000339,Pune,17.73,81.6,50,1.29,83,7.49,4,Compact,Day_Time,Thursday,Foggy,17,87,4.5,1,1.04,0,8,Premium,249.29
EV000340,Chennai,23.62,69,49,1.57,71,4.72,7,SUV,Early_Morning,Friday,Clear,15,70,4,1,0.97,0,2,Regular,308.02
